date,program,text,sentiment,weekday
2022-06-25,Master Chef,Kommentar zu Master Chef am 2022-06-25,positive,Saturday
2022-06-26,Master Chef,Kommentar zu Master Chef am 2022-06-26,neutral,Sunday
2022-06-27,Master Chef,Kommentar zu Master Chef am 2022-06-27,positive,Monday
2022-06-28,Master Chef,Kommentar zu Master Chef am 2022-06-28,positive,Tuesday
2022-06-29,Master Chef,Kommentar zu Master Chef am 2022-06-29,positive,Wednesday
2022-06-30,Master Chef,Kommentar zu Master Chef am 2022-06-30,positive,Thursday
2022-07-01,Master Chef,Kommentar zu Master Chef am 2022-07-01,negative,Friday
2022-07-02,Master Chef,Kommentar zu Master Chef am 2022-07-02,positive,Saturday
2022-07-03,Master Chef,Kommentar zu Master Chef am 2022-07-03,negative,Sunday
2022-07-04,Master Chef,Kommentar zu Master Chef am 2022-07-04,positive,Monday
2022-07-05,Master Chef,Kommentar zu Master Chef am 2022-07-05,positive,Tuesday
2022-07-06,Master Chef,Kommentar zu Master Chef am 2022-07-06,positive,Wednesday
2022-07-07,Master Chef,Kommentar zu Master Chef am 2022-07-07,negative,Thursday
2022-07-08,Master Chef,Kommentar zu Master Chef am 2022-07-08,positive,Friday
2022-07-09,Master Chef,Kommentar zu Master Chef am 2022-07-09,positive,Saturday
2022-07-10,Master Chef,Kommentar zu Master Chef am 2022-07-10,positive,Sunday
2022-07-11,Master Chef,Kommentar zu Master Chef am 2022-07-11,positive,Monday
2022-07-12,Master Chef,Kommentar zu Master Chef am 2022-07-12,positive,Tuesday
2022-07-13,Master Chef,Kommentar zu Master Chef am 2022-07-13,positive,Wednesday
2022-07-14,Master Chef,Kommentar zu Master Chef am 2022-07-14,positive,Thursday
2022-07-15,Master Chef,Kommentar zu Master Chef am 2022-07-15,positive,Friday
2022-07-16,Master Chef,Kommentar zu Master Chef am 2022-07-16,positive,Saturday
2022-07-17,Master Chef,Kommentar zu Master Chef am 2022-07-17,positive,Sunday
2022-07-18,Master Chef,Kommentar zu Master Chef am 2022-07-18,positive,Monday
2022-07-19,Master Chef,Kommentar zu Master Chef am 2022-07-19,positive,Tuesday
2022-07-20,Master Chef,Kommentar zu Master Chef am 2022-07-20,positive,Wednesday
2022-07-21,Master Chef,Kommentar zu Master Chef am 2022-07-21,neutral,Thursday
2022-07-22,Master Chef,Kommentar zu Master Chef am 2022-07-22,neutral,Friday
2022-07-23,Master Chef,Kommentar zu Master Chef am 2022-07-23,positive,Saturday
2022-07-24,Master Chef,Kommentar zu Master Chef am 2022-07-24,positive,Sunday
2022-07-25,Master Chef,Kommentar zu Master Chef am 2022-07-25,positive,Monday
2022-07-26,Master Chef,Kommentar zu Master Chef am 2022-07-26,positive,Tuesday
2022-07-27,Master Chef,Kommentar zu Master Chef am 2022-07-27,neutral,Wednesday
2022-07-28,Master Chef,Kommentar zu Master Chef am 2022-07-28,neutral,Thursday
2022-07-29,Master Chef,Kommentar zu Master Chef am 2022-07-29,neutral,Friday
2022-07-30,Master Chef,Kommentar zu Master Chef am 2022-07-30,positive,Saturday
2022-07-31,Master Chef,Kommentar zu Master Chef am 2022-07-31,positive,Sunday
2022-08-01,Master Chef,Kommentar zu Master Chef am 2022-08-01,neutral,Monday
2022-08-02,Master Chef,Kommentar zu Master Chef am 2022-08-02,positive,Tuesday
2022-08-03,Master Chef,Kommentar zu Master Chef am 2022-08-03,positive,Wednesday
2022-08-04,Master Chef,Kommentar zu Master Chef am 2022-08-04,positive,Thursday
2022-08-05,Master Chef,Kommentar zu Master Chef am 2022-08-05,positive,Friday
2022-08-06,Master Chef,Kommentar zu Master Chef am 2022-08-06,positive,Saturday
2022-08-07,Master Chef,Kommentar zu Master Chef am 2022-08-07,positive,Sunday
2022-08-08,Master Chef,Kommentar zu Master Chef am 2022-08-08,positive,Monday
2022-08-09,Master Chef,Kommentar zu Master Chef am 2022-08-09,positive,Tuesday
2022-08-10,Master Chef,Kommentar zu Master Chef am 2022-08-10,positive,Wednesday
2022-08-11,Master Chef,Kommentar zu Master Chef am 2022-08-11,positive,Thursday
2022-08-12,Master Chef,Kommentar zu Master Chef am 2022-08-12,positive,Friday
2022-08-13,Master Chef,Kommentar zu Master Chef am 2022-08-13,positive,Saturday
2022-08-14,Master Chef,Kommentar zu Master Chef am 2022-08-14,negative,Sunday
2022-08-15,Master Chef,Kommentar zu Master Chef am 2022-08-15,negative,Monday
2022-08-16,Master Chef,Kommentar zu Master Chef am 2022-08-16,positive,Tuesday
2022-08-17,Master Chef,Kommentar zu Master Chef am 2022-08-17,negative,Wednesday
2022-08-18,Master Chef,Kommentar zu Master Chef am 2022-08-18,positive,Thursday
2022-08-19,Master Chef,Kommentar zu Master Chef am 2022-08-19,positive,Friday
2022-08-20,Master Chef,Kommentar zu Master Chef am 2022-08-20,positive,Saturday
2022-08-21,Master Chef,Kommentar zu Master Chef am 2022-08-21,positive,Sunday
2022-08-22,Master Chef,Kommentar zu Master Chef am 2022-08-22,neutral,Monday
2022-08-23,Master Chef,Kommentar zu Master Chef am 2022-08-23,positive,Tuesday
2022-08-24,Master Chef,Kommentar zu Master Chef am 2022-08-24,neutral,Wednesday
2022-08-25,Master Chef,Kommentar zu Master Chef am 2022-08-25,neutral,Thursday
2022-08-26,Master Chef,Kommentar zu Master Chef am 2022-08-26,positive,Friday
2022-08-27,Master Chef,Kommentar zu Master Chef am 2022-08-27,negative,Saturday
2022-08-28,Master Chef,Kommentar zu Master Chef am 2022-08-28,positive,Sunday
2022-08-29,Master Chef,Kommentar zu Master Chef am 2022-08-29,positive,Monday
2022-08-30,Master Chef,Kommentar zu Master Chef am 2022-08-30,neutral,Tuesday
2022-08-31,Master Chef,Kommentar zu Master Chef am 2022-08-31,positive,Wednesday
2022-09-01,Master Chef,Kommentar zu Master Chef am 2022-09-01,positive,Thursday
2022-09-02,Master Chef,Kommentar zu Master Chef am 2022-09-02,neutral,Friday
2022-09-03,Master Chef,Kommentar zu Master Chef am 2022-09-03,neutral,Saturday
2022-09-04,Master Chef,Kommentar zu Master Chef am 2022-09-04,negative,Sunday
2022-09-05,Master Chef,Kommentar zu Master Chef am 2022-09-05,positive,Monday
2022-09-06,Master Chef,Kommentar zu Master Chef am 2022-09-06,positive,Tuesday
2022-09-07,Master Chef,Kommentar zu Master Chef am 2022-09-07,neutral,Wednesday
2022-09-08,Master Chef,Kommentar zu Master Chef am 2022-09-08,negative,Thursday
2022-09-09,Master Chef,Kommentar zu Master Chef am 2022-09-09,neutral,Friday
2022-09-10,Master Chef,Kommentar zu Master Chef am 2022-09-10,positive,Saturday
2022-09-11,Master Chef,Kommentar zu Master Chef am 2022-09-11,neutral,Sunday
2022-09-12,Master Chef,Kommentar zu Master Chef am 2022-09-12,neutral,Monday
2022-09-13,Master Chef,Kommentar zu Master Chef am 2022-09-13,neutral,Tuesday
2022-09-14,Master Chef,Kommentar zu Master Chef am 2022-09-14,positive,Wednesday
2022-09-15,Master Chef,Kommentar zu Master Chef am 2022-09-15,positive,Thursday
2022-09-16,Master Chef,Kommentar zu Master Chef am 2022-09-16,neutral,Friday
2022-09-17,Master Chef,Kommentar zu Master Chef am 2022-09-17,negative,Saturday
2022-09-18,Master Chef,Kommentar zu Master Chef am 2022-09-18,positive,Sunday
2022-09-19,Master Chef,Kommentar zu Master Chef am 2022-09-19,positive,Monday
2022-09-20,Master Chef,Kommentar zu Master Chef am 2022-09-20,neutral,Tuesday
2022-09-21,Master Chef,Kommentar zu Master Chef am 2022-09-21,positive,Wednesday
2022-09-22,Master Chef,Kommentar zu Master Chef am 2022-09-22,positive,Thursday
2022-09-23,Master Chef,Kommentar zu Master Chef am 2022-09-23,positive,Friday
2022-09-24,Master Chef,Kommentar zu Master Chef am 2022-09-24,neutral,Saturday
2022-09-25,Master Chef,Kommentar zu Master Chef am 2022-09-25,positive,Sunday
2022-09-26,Master Chef,Kommentar zu Master Chef am 2022-09-26,positive,Monday
2022-09-27,Master Chef,Kommentar zu Master Chef am 2022-09-27,positive,Tuesday
2022-09-28,Master Chef,Kommentar zu Master Chef am 2022-09-28,positive,Wednesday
2022-09-29,Master Chef,Kommentar zu Master Chef am 2022-09-29,positive,Thursday
2022-09-30,Master Chef,Kommentar zu Master Chef am 2022-09-30,positive,Friday
2022-10-01,Master Chef,Kommentar zu Master Chef am 2022-10-01,positive,Saturday
2022-10-02,Master Chef,Kommentar zu Master Chef am 2022-10-02,negative,Sunday
2022-10-03,Master Chef,Kommentar zu Master Chef am 2022-10-03,positive,Monday
2022-10-04,Master Chef,Kommentar zu Master Chef am 2022-10-04,positive,Tuesday
2022-10-05,Master Chef,Kommentar zu Master Chef am 2022-10-05,positive,Wednesday
2022-10-06,Master Chef,Kommentar zu Master Chef am 2022-10-06,positive,Thursday
2022-10-07,Master Chef,Kommentar zu Master Chef am 2022-10-07,positive,Friday
2022-10-08,Master Chef,Kommentar zu Master Chef am 2022-10-08,positive,Saturday
2022-10-09,Master Chef,Kommentar zu Master Chef am 2022-10-09,positive,Sunday
2022-10-10,Master Chef,Kommentar zu Master Chef am 2022-10-10,positive,Monday
2022-10-11,Master Chef,Kommentar zu Master Chef am 2022-10-11,positive,Tuesday
2022-10-12,Master Chef,Kommentar zu Master Chef am 2022-10-12,positive,Wednesday
2022-10-13,Master Chef,Kommentar zu Master Chef am 2022-10-13,positive,Thursday
2022-10-14,Master Chef,Kommentar zu Master Chef am 2022-10-14,positive,Friday
2022-10-15,Master Chef,Kommentar zu Master Chef am 2022-10-15,positive,Saturday
2022-10-16,Master Chef,Kommentar zu Master Chef am 2022-10-16,positive,Sunday
2022-10-17,Master Chef,Kommentar zu Master Chef am 2022-10-17,positive,Monday
2022-10-18,Master Chef,Kommentar zu Master Chef am 2022-10-18,positive,Tuesday
2022-10-19,Master Chef,Kommentar zu Master Chef am 2022-10-19,positive,Wednesday
2022-10-20,Master Chef,Kommentar zu Master Chef am 2022-10-20,positive,Thursday
2022-10-21,Master Chef,Kommentar zu Master Chef am 2022-10-21,neutral,Friday
2022-10-22,Master Chef,Kommentar zu Master Chef am 2022-10-22,positive,Saturday
2022-10-23,Master Chef,Kommentar zu Master Chef am 2022-10-23,positive,Sunday
2022-10-24,Master Chef,Kommentar zu Master Chef am 2022-10-24,positive,Monday
2022-10-25,Master Chef,Kommentar zu Master Chef am 2022-10-25,positive,Tuesday
2022-10-26,Master Chef,Kommentar zu Master Chef am 2022-10-26,positive,Wednesday
2022-10-27,Master Chef,Kommentar zu Master Chef am 2022-10-27,positive,Thursday
2022-10-28,Master Chef,Kommentar zu Master Chef am 2022-10-28,positive,Friday
2022-10-29,Master Chef,Kommentar zu Master Chef am 2022-10-29,negative,Saturday
2022-10-30,Master Chef,Kommentar zu Master Chef am 2022-10-30,positive,Sunday
2022-10-31,Master Chef,Kommentar zu Master Chef am 2022-10-31,negative,Monday
2022-11-01,Master Chef,Kommentar zu Master Chef am 2022-11-01,positive,Tuesday
2022-11-02,Master Chef,Kommentar zu Master Chef am 2022-11-02,positive,Wednesday
2022-11-03,Master Chef,Kommentar zu Master Chef am 2022-11-03,negative,Thursday
2022-11-04,Master Chef,Kommentar zu Master Chef am 2022-11-04,negative,Friday
2022-11-05,Master Chef,Kommentar zu Master Chef am 2022-11-05,negative,Saturday
2022-11-06,Master Chef,Kommentar zu Master Chef am 2022-11-06,positive,Sunday
2022-11-07,Master Chef,Kommentar zu Master Chef am 2022-11-07,positive,Monday
2022-11-08,Master Chef,Kommentar zu Master Chef am 2022-11-08,positive,Tuesday
2022-11-09,Master Chef,Kommentar zu Master Chef am 2022-11-09,negative,Wednesday
2022-11-10,Master Chef,Kommentar zu Master Chef am 2022-11-10,positive,Thursday
2022-11-11,Master Chef,Kommentar zu Master Chef am 2022-11-11,neutral,Friday
2022-11-12,Master Chef,Kommentar zu Master Chef am 2022-11-12,positive,Saturday
2022-11-13,Master Chef,Kommentar zu Master Chef am 2022-11-13,positive,Sunday
2022-11-14,Master Chef,Kommentar zu Master Chef am 2022-11-14,positive,Monday
2022-11-15,Master Chef,Kommentar zu Master Chef am 2022-11-15,positive,Tuesday
2022-11-16,Master Chef,Kommentar zu Master Chef am 2022-11-16,positive,Wednesday
2022-11-17,Master Chef,Kommentar zu Master Chef am 2022-11-17,positive,Thursday
2022-11-18,Master Chef,Kommentar zu Master Chef am 2022-11-18,positive,Friday
2022-11-19,Master Chef,Kommentar zu Master Chef am 2022-11-19,neutral,Saturday
2022-11-20,Master Chef,Kommentar zu Master Chef am 2022-11-20,positive,Sunday
2022-11-21,Master Chef,Kommentar zu Master Chef am 2022-11-21,positive,Monday
2022-11-22,Master Chef,Kommentar zu Master Chef am 2022-11-22,neutral,Tuesday
2022-11-23,Master Chef,Kommentar zu Master Chef am 2022-11-23,positive,Wednesday
2022-11-24,Master Chef,Kommentar zu Master Chef am 2022-11-24,positive,Thursday
2022-11-25,Master Chef,Kommentar zu Master Chef am 2022-11-25,positive,Friday
2022-11-26,Master Chef,Kommentar zu Master Chef am 2022-11-26,positive,Saturday
2022-11-27,Master Chef,Kommentar zu Master Chef am 2022-11-27,positive,Sunday
2022-11-28,Master Chef,Kommentar zu Master Chef am 2022-11-28,positive,Monday
2022-11-29,Master Chef,Kommentar zu Master Chef am 2022-11-29,neutral,Tuesday
2022-11-30,Master Chef,Kommentar zu Master Chef am 2022-11-30,negative,Wednesday
2022-12-01,Master Chef,Kommentar zu Master Chef am 2022-12-01,neutral,Thursday
2022-12-02,Master Chef,Kommentar zu Master Chef am 2022-12-02,positive,Friday
2022-12-03,Master Chef,Kommentar zu Master Chef am 2022-12-03,positive,Saturday
2022-12-04,Master Chef,Kommentar zu Master Chef am 2022-12-04,positive,Sunday
2022-12-05,Master Chef,Kommentar zu Master Chef am 2022-12-05,positive,Monday
2022-12-06,Master Chef,Kommentar zu Master Chef am 2022-12-06,positive,Tuesday
2022-12-07,Master Chef,Kommentar zu Master Chef am 2022-12-07,negative,Wednesday
2022-12-08,Master Chef,Kommentar zu Master Chef am 2022-12-08,positive,Thursday
2022-12-09,Master Chef,Kommentar zu Master Chef am 2022-12-09,positive,Friday
2022-12-10,Master Chef,Kommentar zu Master Chef am 2022-12-10,positive,Saturday
2022-12-11,Master Chef,Kommentar zu Master Chef am 2022-12-11,neutral,Sunday
2022-12-12,Master Chef,Kommentar zu Master Chef am 2022-12-12,positive,Monday
2022-12-13,Master Chef,Kommentar zu Master Chef am 2022-12-13,positive,Tuesday
2022-12-14,Master Chef,Kommentar zu Master Chef am 2022-12-14,positive,Wednesday
2022-12-15,Master Chef,Kommentar zu Master Chef am 2022-12-15,negative,Thursday
2022-12-16,Master Chef,Kommentar zu Master Chef am 2022-12-16,positive,Friday
2022-12-17,Master Chef,Kommentar zu Master Chef am 2022-12-17,positive,Saturday
2022-12-18,Master Chef,Kommentar zu Master Chef am 2022-12-18,negative,Sunday
2022-12-19,Master Chef,Kommentar zu Master Chef am 2022-12-19,positive,Monday
2022-12-20,Master Chef,Kommentar zu Master Chef am 2022-12-20,positive,Tuesday
2022-12-21,Master Chef,Kommentar zu Master Chef am 2022-12-21,positive,Wednesday
2022-12-22,Master Chef,Kommentar zu Master Chef am 2022-12-22,positive,Thursday
2022-12-23,Master Chef,Kommentar zu Master Chef am 2022-12-23,positive,Friday
2022-12-24,Master Chef,Kommentar zu Master Chef am 2022-12-24,positive,Saturday
2022-12-25,Master Chef,Kommentar zu Master Chef am 2022-12-25,positive,Sunday
2022-12-26,Master Chef,Kommentar zu Master Chef am 2022-12-26,neutral,Monday
2022-12-27,Master Chef,Kommentar zu Master Chef am 2022-12-27,positive,Tuesday
2022-12-28,Master Chef,Kommentar zu Master Chef am 2022-12-28,negative,Wednesday
2022-12-29,Master Chef,Kommentar zu Master Chef am 2022-12-29,positive,Thursday
2022-12-30,Master Chef,Kommentar zu Master Chef am 2022-12-30,positive,Friday
2022-12-31,Master Chef,Kommentar zu Master Chef am 2022-12-31,positive,Saturday
2023-01-01,Master Chef,Kommentar zu Master Chef am 2023-01-01,positive,Sunday
2023-01-02,Master Chef,Kommentar zu Master Chef am 2023-01-02,positive,Monday
2023-01-03,Master Chef,Kommentar zu Master Chef am 2023-01-03,negative,Tuesday
2023-01-04,Master Chef,Kommentar zu Master Chef am 2023-01-04,neutral,Wednesday
2023-01-05,Master Chef,Kommentar zu Master Chef am 2023-01-05,positive,Thursday
2023-01-06,Master Chef,Kommentar zu Master Chef am 2023-01-06,positive,Friday
2023-01-07,Master Chef,Kommentar zu Master Chef am 2023-01-07,positive,Saturday
2023-01-08,Master Chef,Kommentar zu Master Chef am 2023-01-08,positive,Sunday
2023-01-09,Master Chef,Kommentar zu Master Chef am 2023-01-09,neutral,Monday
2023-01-10,Master Chef,Kommentar zu Master Chef am 2023-01-10,positive,Tuesday
2023-01-11,Master Chef,Kommentar zu Master Chef am 2023-01-11,positive,Wednesday
2023-01-12,Master Chef,Kommentar zu Master Chef am 2023-01-12,negative,Thursday
2023-01-13,Master Chef,Kommentar zu Master Chef am 2023-01-13,positive,Friday
2023-01-14,Master Chef,Kommentar zu Master Chef am 2023-01-14,positive,Saturday
2023-01-15,Master Chef,Kommentar zu Master Chef am 2023-01-15,neutral,Sunday
2023-01-16,Master Chef,Kommentar zu Master Chef am 2023-01-16,positive,Monday
2023-01-17,Master Chef,Kommentar zu Master Chef am 2023-01-17,positive,Tuesday
2023-01-18,Master Chef,Kommentar zu Master Chef am 2023-01-18,positive,Wednesday
2023-01-19,Master Chef,Kommentar zu Master Chef am 2023-01-19,neutral,Thursday
2023-01-20,Master Chef,Kommentar zu Master Chef am 2023-01-20,positive,Friday
2023-01-21,Master Chef,Kommentar zu Master Chef am 2023-01-21,positive,Saturday
2023-01-22,Master Chef,Kommentar zu Master Chef am 2023-01-22,positive,Sunday
2023-01-23,Master Chef,Kommentar zu Master Chef am 2023-01-23,positive,Monday
2023-01-24,Master Chef,Kommentar zu Master Chef am 2023-01-24,positive,Tuesday
2023-01-25,Master Chef,Kommentar zu Master Chef am 2023-01-25,positive,Wednesday
2023-01-26,Master Chef,Kommentar zu Master Chef am 2023-01-26,positive,Thursday
2023-01-27,Master Chef,Kommentar zu Master Chef am 2023-01-27,positive,Friday
2023-01-28,Master Chef,Kommentar zu Master Chef am 2023-01-28,positive,Saturday
2023-01-29,Master Chef,Kommentar zu Master Chef am 2023-01-29,positive,Sunday
2023-01-30,Master Chef,Kommentar zu Master Chef am 2023-01-30,positive,Monday
2023-01-31,Master Chef,Kommentar zu Master Chef am 2023-01-31,positive,Tuesday
2023-02-01,Master Chef,Kommentar zu Master Chef am 2023-02-01,neutral,Wednesday
2023-02-02,Master Chef,Kommentar zu Master Chef am 2023-02-02,negative,Thursday
2023-02-03,Master Chef,Kommentar zu Master Chef am 2023-02-03,negative,Friday
2023-02-04,Master Chef,Kommentar zu Master Chef am 2023-02-04,positive,Saturday
2023-02-05,Master Chef,Kommentar zu Master Chef am 2023-02-05,positive,Sunday
2023-02-06,Master Chef,Kommentar zu Master Chef am 2023-02-06,positive,Monday
2023-02-07,Master Chef,Kommentar zu Master Chef am 2023-02-07,neutral,Tuesday
2023-02-08,Master Chef,Kommentar zu Master Chef am 2023-02-08,positive,Wednesday
2023-02-09,Master Chef,Kommentar zu Master Chef am 2023-02-09,positive,Thursday
2023-02-10,Master Chef,Kommentar zu Master Chef am 2023-02-10,positive,Friday
2023-02-11,Master Chef,Kommentar zu Master Chef am 2023-02-11,neutral,Saturday
2023-02-12,Master Chef,Kommentar zu Master Chef am 2023-02-12,positive,Sunday
2023-02-13,Master Chef,Kommentar zu Master Chef am 2023-02-13,positive,Monday
2023-02-14,Master Chef,Kommentar zu Master Chef am 2023-02-14,positive,Tuesday
2023-02-15,Master Chef,Kommentar zu Master Chef am 2023-02-15,negative,Wednesday
2023-02-16,Master Chef,Kommentar zu Master Chef am 2023-02-16,positive,Thursday
2023-02-17,Master Chef,Kommentar zu Master Chef am 2023-02-17,negative,Friday
2023-02-18,Master Chef,Kommentar zu Master Chef am 2023-02-18,positive,Saturday
2023-02-19,Master Chef,Kommentar zu Master Chef am 2023-02-19,positive,Sunday
2023-02-20,Master Chef,Kommentar zu Master Chef am 2023-02-20,positive,Monday
2023-02-21,Master Chef,Kommentar zu Master Chef am 2023-02-21,positive,Tuesday
2023-02-22,Master Chef,Kommentar zu Master Chef am 2023-02-22,positive,Wednesday
2023-02-23,Master Chef,Kommentar zu Master Chef am 2023-02-23,positive,Thursday
2023-02-24,Master Chef,Kommentar zu Master Chef am 2023-02-24,positive,Friday
2023-02-25,Master Chef,Kommentar zu Master Chef am 2023-02-25,positive,Saturday
2023-02-26,Master Chef,Kommentar zu Master Chef am 2023-02-26,positive,Sunday
2023-02-27,Master Chef,Kommentar zu Master Chef am 2023-02-27,positive,Monday
2023-02-28,Master Chef,Kommentar zu Master Chef am 2023-02-28,positive,Tuesday
2023-03-01,Master Chef,Kommentar zu Master Chef am 2023-03-01,positive,Wednesday
2023-03-02,Master Chef,Kommentar zu Master Chef am 2023-03-02,positive,Thursday
2023-03-03,Master Chef,Kommentar zu Master Chef am 2023-03-03,positive,Friday
2023-03-04,Master Chef,Kommentar zu Master Chef am 2023-03-04,positive,Saturday
2023-03-05,Master Chef,Kommentar zu Master Chef am 2023-03-05,positive,Sunday
2023-03-06,Master Chef,Kommentar zu Master Chef am 2023-03-06,neutral,Monday
2023-03-07,Master Chef,Kommentar zu Master Chef am 2023-03-07,positive,Tuesday
2023-03-08,Master Chef,Kommentar zu Master Chef am 2023-03-08,neutral,Wednesday
2023-03-09,Master Chef,Kommentar zu Master Chef am 2023-03-09,positive,Thursday
2023-03-10,Master Chef,Kommentar zu Master Chef am 2023-03-10,positive,Friday
2023-03-11,Master Chef,Kommentar zu Master Chef am 2023-03-11,positive,Saturday
2023-03-12,Master Chef,Kommentar zu Master Chef am 2023-03-12,positive,Sunday
2023-03-13,Master Chef,Kommentar zu Master Chef am 2023-03-13,positive,Monday
2023-03-14,Master Chef,Kommentar zu Master Chef am 2023-03-14,positive,Tuesday
2023-03-15,Master Chef,Kommentar zu Master Chef am 2023-03-15,negative,Wednesday
2023-03-16,Master Chef,Kommentar zu Master Chef am 2023-03-16,positive,Thursday
2023-03-17,Master Chef,Kommentar zu Master Chef am 2023-03-17,positive,Friday
2023-03-18,Master Chef,Kommentar zu Master Chef am 2023-03-18,positive,Saturday
2023-03-19,Master Chef,Kommentar zu Master Chef am 2023-03-19,positive,Sunday
2023-03-20,Master Chef,Kommentar zu Master Chef am 2023-03-20,positive,Monday
2023-03-21,Master Chef,Kommentar zu Master Chef am 2023-03-21,positive,Tuesday
2023-03-22,Master Chef,Kommentar zu Master Chef am 2023-03-22,positive,Wednesday
2023-03-23,Master Chef,Kommentar zu Master Chef am 2023-03-23,neutral,Thursday
2023-03-24,Master Chef,Kommentar zu Master Chef am 2023-03-24,positive,Friday
2023-03-25,Master Chef,Kommentar zu Master Chef am 2023-03-25,positive,Saturday
2023-03-26,Master Chef,Kommentar zu Master Chef am 2023-03-26,positive,Sunday
2023-03-27,Master Chef,Kommentar zu Master Chef am 2023-03-27,positive,Monday
2023-03-28,Master Chef,Kommentar zu Master Chef am 2023-03-28,negative,Tuesday
2023-03-29,Master Chef,Kommentar zu Master Chef am 2023-03-29,positive,Wednesday
2023-03-30,Master Chef,Kommentar zu Master Chef am 2023-03-30,positive,Thursday
2023-03-31,Master Chef,Kommentar zu Master Chef am 2023-03-31,positive,Friday
2023-04-01,Master Chef,Kommentar zu Master Chef am 2023-04-01,positive,Saturday
2023-04-02,Master Chef,Kommentar zu Master Chef am 2023-04-02,positive,Sunday
2023-04-03,Master Chef,Kommentar zu Master Chef am 2023-04-03,positive,Monday
2023-04-04,Master Chef,Kommentar zu Master Chef am 2023-04-04,neutral,Tuesday
2023-04-05,Master Chef,Kommentar zu Master Chef am 2023-04-05,positive,Wednesday
2023-04-06,Master Chef,Kommentar zu Master Chef am 2023-04-06,positive,Thursday
2023-04-07,Master Chef,Kommentar zu Master Chef am 2023-04-07,positive,Friday
2023-04-08,Master Chef,Kommentar zu Master Chef am 2023-04-08,positive,Saturday
2023-04-09,Master Chef,Kommentar zu Master Chef am 2023-04-09,positive,Sunday
2023-04-10,Master Chef,Kommentar zu Master Chef am 2023-04-10,negative,Monday
2023-04-11,Master Chef,Kommentar zu Master Chef am 2023-04-11,positive,Tuesday
2023-04-12,Master Chef,Kommentar zu Master Chef am 2023-04-12,neutral,Wednesday
2023-04-13,Master Chef,Kommentar zu Master Chef am 2023-04-13,positive,Thursday
2023-04-14,Master Chef,Kommentar zu Master Chef am 2023-04-14,neutral,Friday
2023-04-15,Master Chef,Kommentar zu Master Chef am 2023-04-15,negative,Saturday
2023-04-16,Master Chef,Kommentar zu Master Chef am 2023-04-16,positive,Sunday
2023-04-17,Master Chef,Kommentar zu Master Chef am 2023-04-17,positive,Monday
2023-04-18,Master Chef,Kommentar zu Master Chef am 2023-04-18,positive,Tuesday
2023-04-19,Master Chef,Kommentar zu Master Chef am 2023-04-19,positive,Wednesday
2023-04-20,Master Chef,Kommentar zu Master Chef am 2023-04-20,positive,Thursday
2023-04-21,Master Chef,Kommentar zu Master Chef am 2023-04-21,positive,Friday
2023-04-22,Master Chef,Kommentar zu Master Chef am 2023-04-22,positive,Saturday
2023-04-23,Master Chef,Kommentar zu Master Chef am 2023-04-23,neutral,Sunday
2023-04-24,Master Chef,Kommentar zu Master Chef am 2023-04-24,positive,Monday
2023-04-25,Master Chef,Kommentar zu Master Chef am 2023-04-25,positive,Tuesday
2023-04-26,Master Chef,Kommentar zu Master Chef am 2023-04-26,positive,Wednesday
2023-04-27,Master Chef,Kommentar zu Master Chef am 2023-04-27,positive,Thursday
2023-04-28,Master Chef,Kommentar zu Master Chef am 2023-04-28,negative,Friday
2023-04-29,Master Chef,Kommentar zu Master Chef am 2023-04-29,positive,Saturday
2023-04-30,Master Chef,Kommentar zu Master Chef am 2023-04-30,positive,Sunday
2023-05-01,Master Chef,Kommentar zu Master Chef am 2023-05-01,positive,Monday
2023-05-02,Master Chef,Kommentar zu Master Chef am 2023-05-02,positive,Tuesday
2023-05-03,Master Chef,Kommentar zu Master Chef am 2023-05-03,positive,Wednesday
2023-05-04,Master Chef,Kommentar zu Master Chef am 2023-05-04,positive,Thursday
2023-05-05,Master Chef,Kommentar zu Master Chef am 2023-05-05,positive,Friday
2023-05-06,Master Chef,Kommentar zu Master Chef am 2023-05-06,positive,Saturday
2023-05-07,Master Chef,Kommentar zu Master Chef am 2023-05-07,positive,Sunday
2023-05-08,Master Chef,Kommentar zu Master Chef am 2023-05-08,positive,Monday
2023-05-09,Master Chef,Kommentar zu Master Chef am 2023-05-09,positive,Tuesday
2023-05-10,Master Chef,Kommentar zu Master Chef am 2023-05-10,positive,Wednesday
2023-05-11,Master Chef,Kommentar zu Master Chef am 2023-05-11,positive,Thursday
2023-05-12,Master Chef,Kommentar zu Master Chef am 2023-05-12,positive,Friday
2023-05-13,Master Chef,Kommentar zu Master Chef am 2023-05-13,positive,Saturday
2023-05-14,Master Chef,Kommentar zu Master Chef am 2023-05-14,neutral,Sunday
2023-05-15,Master Chef,Kommentar zu Master Chef am 2023-05-15,positive,Monday
2023-05-16,Master Chef,Kommentar zu Master Chef am 2023-05-16,neutral,Tuesday
2023-05-17,Master Chef,Kommentar zu Master Chef am 2023-05-17,positive,Wednesday
2023-05-18,Master Chef,Kommentar zu Master Chef am 2023-05-18,neutral,Thursday
2023-05-19,Master Chef,Kommentar zu Master Chef am 2023-05-19,positive,Friday
2023-05-20,Master Chef,Kommentar zu Master Chef am 2023-05-20,positive,Saturday
2023-05-21,Master Chef,Kommentar zu Master Chef am 2023-05-21,positive,Sunday
